taxon_id	taxon_rank	scientific_name	family	order	class	phylum	kingdom	superkingdom	c_value	tol_clade	scientific_name_underscore	type	tolid	data_type
3107	species	Hydrodictyon reticulatum	Hydrodictyaceae	Sphaeropleales	Chlorophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.042388916015625	algae	Hydrodictyon_reticulatum	genomic_data	ucHydReti1	10x
3107	species	Hydrodictyon reticulatum	Hydrodictyaceae	Sphaeropleales	Chlorophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.042388916015625	algae	Hydrodictyon_reticulatum	genomic_data	ucHydReti1	hic-arima2
3107	species	Hydrodictyon reticulatum	Hydrodictyaceae	Sphaeropleales	Chlorophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.042388916015625	algae	Hydrodictyon_reticulatum	genomic_data	ucHydReti1	pacbio
515839	species	Lomentaria articulata	Lomentariaceae	Rhodymeniales	Florideophyceae	Rhodophyta	""	Eukaryota	0.1600341796875	algae	Lomentaria_articulata	genomic_data	urLomArti2	10x
397005	species	Melanothamnus harveyi	Rhodomelaceae	Ceramiales	Florideophyceae	Rhodophyta	""	Eukaryota	1.0498046875	algae	Melanothamnus_harveyi	genomic_data	urMelHarv1	10x
2724438	species	Metacallophyllis laciniata	Kallymeniaceae	Gigartinales	Florideophyceae	Rhodophyta	""	Eukaryota	0.1844482421875	algae	Metacallophyllis_laciniata	genomic_data	urMetLaci1	10x
2724438	species	Metacallophyllis laciniata	Kallymeniaceae	Gigartinales	Florideophyceae	Rhodophyta	""	Eukaryota	0.1844482421875	algae	Metacallophyllis_laciniata	genomic_data	urMetLaci1	pacbio
1941195	species	Microglena redcarensis	Chlamydomonadaceae	Chlamydomonadales	Chlorophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.300048828125	algae	Microglena_redcarensis	genomic_data	ucMicRedc1	hic-arima2
137765	species	Osmundea osmunda	Rhodomelaceae	Ceramiales	Florideophyceae	Rhodophyta	""	Eukaryota	0.7041015625	algae	Osmundea_osmunda	genomic_data	urOsmOsmu2	10x
2822	species	Palmaria palmata	Palmariaceae	Palmariales	Florideophyceae	Rhodophyta	""	Eukaryota	0.7998046875	algae	Palmaria_palmata	genomic_data	urPalPalm1	10x
2822	species	Palmaria palmata	Palmariaceae	Palmariales	Florideophyceae	Rhodophyta	""	Eukaryota	0.7998046875	algae	Palmaria_palmata	genomic_data	urPalPalm1	pacbio
74467	species	Pelvetia canaliculata	Fucaceae	Fucales	Phaeophyceae	""	""	Eukaryota	0.72509765625	algae	Pelvetia_canaliculata	genomic_data	uoPelCana1	pacbio
31452	species	Plocamium cartilagineum	Plocamiaceae	Plocamiales	Florideophyceae	Rhodophyta	""	Eukaryota	0.31591796875	algae	Plocamium_cartilagineum	genomic_data	urPloCart1	10x
55410	species	Pseudopediastrum boryanum	Hydrodictyaceae	Sphaeropleales	Chlorophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.042388916015625	algae	Pseudopediastrum_boryanum	genomic_data	ucPseBory1	hic-arima2
41880	species	Pycnococcus provasolii	Pycnococcaceae	""	""	Chlorophyta	Viridiplantae	Eukaryota	0.29541015625	algae	Pycnococcus_provasolii	genomic_data	ucPycProv1	hic-arima2
41880	species	Pycnococcus provasolii	Pycnococcaceae	""	""	Chlorophyta	Viridiplantae	Eukaryota	0.29541015625	algae	Pycnococcus_provasolii	genomic_data	ucPycProv1	pacbio
2801	species	Rhodella violacea	Rhodellaceae	Rhodellales	Rhodellophyceae	Rhodophyta	""	Eukaryota	0.199951171875	algae	Rhodella_violacea	genomic_data	urRhoViol1	10x
		Rhodomonas baltica								algae	Rhodomonas_baltica	genomic_data	uyRhoBalt1	hic-arima2
		Rhodomonas baltica								algae	Rhodomonas_baltica	genomic_data	uyRhoBalt1	pacbio
309358	species	Saccharina latissima	Laminariaceae	Laminariales	Phaeophyceae	""	""	Eukaryota	0.732421875	algae	Saccharina_latissima	genomic_data	uoSacLati1	10x
63592	species	Tetraselmis chuii	Chlorodendraceae	Chlorodendrales	Chlorodendrophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.47509765625	algae	Tetraselmis_chuii	genomic_data	ucTetChui1	10x
63592	species	Tetraselmis chuii	Chlorodendraceae	Chlorodendrales	Chlorodendrophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.47509765625	algae	Tetraselmis_chuii	genomic_data	ucTetChui1	hic-arima2
63592	species	Tetraselmis chuii	Chlorodendraceae	Chlorodendrales	Chlorodendrophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.47509765625	algae	Tetraselmis_chuii	genomic_data	ucTetChui1	pacbio
3116	species	Ulva intestinalis	Ulvaceae	Ulvales	Ulvophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.29931640625	algae	Ulva_intestinalis	genomic_data	ucUlvInts1	10x
63410	species	Ulva lactuca	Ulvaceae	Ulvales	Ulvophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.29931640625	algae	Ulva_lactuca	genomic_data	ucUlvLact1	10x
63410	species	Ulva lactuca	Ulvaceae	Ulvales	Ulvophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.29931640625	algae	Ulva_lactuca	genomic_data	ucUlvLact2	10x
585852	species	Ulva laetevirens	Ulvaceae	Ulvales	Ulvophyceae	Chlorophyta	Viridiplantae	Eukaryota	0.29931640625	algae	Ulva_laetevirens	genomic_data	ucUlvLaet1	10x
1261582	species	Vertebrata lanosa	Rhodomelaceae	Ceramiales	Florideophyceae	Rhodophyta	""	Eukaryota	0.96923828125	algae	Vertebrata_lanosa	genomic_data	urVerLano1	10x
8384	species	Bufo bufo	Bufonidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota	6.6875	amphibians	Bufo_bufo	genomic_data	aBufBuf1	10x
8384	species	Bufo bufo	Bufonidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota	6.6875	amphibians	Bufo_bufo	genomic_data	aBufBuf1	bionano
8384	species	Bufo bufo	Bufonidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota	6.6875	amphibians	Bufo_bufo	genomic_data	aBufBuf1	hic-arima
8384	species	Bufo bufo	Bufonidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota	6.6875	amphibians	Bufo_bufo	genomic_data	aBufBuf1	hic-dovetail
8384	species	Bufo bufo	Bufonidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota	6.6875	amphibians	Bufo_bufo	genomic_data	aBufBuf1	pacbio
8407	species	Rana temporaria	Ranidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota	4.26171875	amphibians	Rana_temporaria	genomic_data	aRanTem1	10x
8407	species	Rana temporaria	Ranidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota	4.26171875	amphibians	Rana_temporaria	genomic_data	aRanTem1	bionano
8407	species	Rana temporaria	Ranidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota	4.26171875	amphibians	Rana_temporaria	genomic_data	aRanTem1	hic-dovetail
8407	species	Rana temporaria	Ranidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota	4.26171875	amphibians	Rana_temporaria	genomic_data	aRanTem1	pacbio
271774	species	Alentia gelatinosa	Polynoidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	2.66796875	annelids	Alentia_gelatinosa	genomic_data	wpAleGela1	hic-arima2
880429	species	Alitta virens	Nereididae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	2.150390625	annelids	Alitta_virens	genomic_data	wpAliVire1	hic-arima2
880429	species	Alitta virens	Nereididae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	2.150390625	annelids	Alitta_virens	genomic_data	wpAliVire1	pacbio
302034	species	Allolobophora chlorotica	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	1.01953125	annelids	Allolobophora_chlorotica	genomic_data	wcAllChlo1	hic-arima2
205114	species	Amphitritides gracilis	Terebellidae	Terebellida	Polychaeta	Annelida	Metazoa	Eukaryota	1.2060546875	annelids	Amphitritides_gracilis	genomic_data	wtAmpGrac1	hic-arima2
302032	species	Aporrectodea caliginosa	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.64990234375	annelids	Aporrectodea_caliginosa	genomic_data	wcApoCali1	10x
302032	species	Aporrectodea caliginosa	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.64990234375	annelids	Aporrectodea_caliginosa	genomic_data	wcApoCali1	hic-arima2
302032	species	Aporrectodea caliginosa	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.64990234375	annelids	Aporrectodea_caliginosa	genomic_data	wcApoCali1	pacbio
302031	species	Aporrectodea longa	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.806640625	annelids	Aporrectodea_longa	genomic_data	wcApoLong3	hic-arima2
27389	species	Aporrectodea rosea	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	1.099609375	annelids	Aporrectodea_rosea	genomic_data	wcApoRose2	hic-arima2
6344	species	Arenicola marina	Arenicolidae	""	Polychaeta	Annelida	Metazoa	Eukaryota	0.89990234375	annelids	Arenicola_marina	genomic_data	wuAreMari1	hic-arima2
6396	species	Eisenia fetida	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.7001953125	annelids	Eisenia_fetida	genomic_data	wcEisFeti1	10x
6396	species	Eisenia fetida	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.7001953125	annelids	Eisenia_fetida	genomic_data	wcEisFeti1	hic-arima2
6396	species	Eisenia fetida	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.7001953125	annelids	Eisenia_fetida	genomic_data	wcEisFeti1	pacbio
913645	species	Enchytraeus crypticus	Enchytraeidae	Enchytraeida	Clitellata	Annelida	Metazoa	Eukaryota	1.560546875	annelids	Enchytraeus_crypticus	genomic_data	wnEnchCryp10	hic-arima2
39305	species	Erpobdella octoculata	Erpobdellidae	Hirudinida	Clitellata	Annelida	Metazoa	Eukaryota	0.60009765625	annelids	Erpobdella_octoculata	genomic_data	wkErpOcto1	10x
39305	species	Erpobdella octoculata	Erpobdellidae	Hirudinida	Clitellata	Annelida	Metazoa	Eukaryota	0.60009765625	annelids	Erpobdella_octoculata	genomic_data	wkErpOcto1	hic-arima2
645994	species	Euclymene oerstedii	Maldanidae	""	Polychaeta	Annelida	Metazoa	Eukaryota	0.4599609375	annelids	Euclymene_oerstedii	genomic_data	wxEucOers1	pacbio
251455	species	Eulalia viridis	Phyllodocidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.8037109375	annelids	Eulalia_viridis	genomic_data	wpEulViri1	hic-arima2
60927	species	Glossiphonia complanata	Glossiphoniidae	Rhynchobdellida	Clitellata	Annelida	Metazoa	Eukaryota	0.496337890625	annelids	Glossiphonia_complanata	genomic_data	wrGloComp1	pacbio
60927	species	Glossiphonia complanata	Glossiphoniidae	Rhynchobdellida	Clitellata	Annelida	Metazoa	Eukaryota	0.496337890625	annelids	Glossiphonia_complanata	genomic_data	wrGloComp2	hic-arima2
104710	species	Glycera tridactyla	Glyceridae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	2.4140625	annelids	Glycera_tridactyla	genomic_data	wpGlyTrid1	hic-arima2
222001	species	Goniada maculata	Goniadidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.8037109375	annelids	Goniada_maculata	genomic_data	wpGonMacu1	10x
222001	species	Goniada maculata	Goniadidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.8037109375	annelids	Goniada_maculata	genomic_data	wpGonMacu1	pacbio
46595	species	Harmothoe impar	Polynoidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	2.66796875	annelids	Harmothoe_impar	genomic_data	wpHarImpa3	hic-arima2
46595	species	Harmothoe impar	Polynoidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	2.66796875	annelids	Harmothoe_impar	genomic_data	wpHarImpa5	pacbio
126592	species	Hediste diversicolor	Nereididae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.587890625	annelids	Hediste_diversicolor	genomic_data	wpHedDive2	10x
34588	species	Helobdella stagnalis	Glossiphoniidae	Rhynchobdellida	Clitellata	Annelida	Metazoa	Eukaryota	0.35888671875	annelids	Helobdella_stagnalis	genomic_data	wrHelStag2	10x
34588	species	Helobdella stagnalis	Glossiphoniidae	Rhynchobdellida	Clitellata	Annelida	Metazoa	Eukaryota	0.35888671875	annelids	Helobdella_stagnalis	genomic_data	wrHelStag2	pacbio
1210411	species	Lepidonotus clava	Polynoidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.849609375	annelids	Lepidonotus_clava	genomic_data	wpLepClav1	10x
1210411	species	Lepidonotus clava	Polynoidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.849609375	annelids	Lepidonotus_clava	genomic_data	wpLepClav1	hic-arima2
1210411	species	Lepidonotus clava	Polynoidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.849609375	annelids	Lepidonotus_clava	genomic_data	wpLepClav1	pacbio
81491	species	Lumbricus castaneus	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.429931640625	annelids	Lumbricus_castaneus	genomic_data	wcLumCast1	10x
81491	species	Lumbricus castaneus	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.429931640625	annelids	Lumbricus_castaneus	genomic_data	wcLumCast1	pacbio
35632	species	Lumbricus rubellus	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.429931640625	annelids	Lumbricus_rubellus	genomic_data	wcLumRube1	10x
35632	species	Lumbricus rubellus	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.429931640625	annelids	Lumbricus_rubellus	genomic_data	wcLumRube1	hic-arima2
35632	species	Lumbricus rubellus	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.429931640625	annelids	Lumbricus_rubellus	genomic_data	wcLumRube1	pacbio
35632	species	Lumbricus rubellus	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.429931640625	annelids	Lumbricus_rubellus	genomic_data	wcLumRube5	hic-arima2
6398	species	Lumbricus terrestris	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.60009765625	annelids	Lumbricus_terrestris	genomic_data	wcLumTerr1	10x
6398	species	Lumbricus terrestris	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.60009765625	annelids	Lumbricus_terrestris	genomic_data	wcLumTerr1	hic-arima2
6398	species	Lumbricus terrestris	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.60009765625	annelids	Lumbricus_terrestris	genomic_data	wcLumTerr1	pacbio
397560	species	Nephtys longosetosa	Nephtyidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	4.69921875	annelids	Nephtys_longosetosa	genomic_data	wpNepLong1	hic-arima2
194549	species	Nereis pelagica	Nereididae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.587890625	annelids	Nereis_pelagica	genomic_data	wpNerPela1	10x
194549	species	Nereis pelagica	Nereididae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.587890625	annelids	Nereis_pelagica	genomic_data	wpNerPela1	hic-arima2
302033	species	Octolasion cyaneum	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.64990234375	annelids	Octolasion_cyaneum	genomic_data	wcOctCyan1	10x
302033	species	Octolasion cyaneum	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.64990234375	annelids	Octolasion_cyaneum	genomic_data	wcOctCyan1	hic-arima2
302033	species	Octolasion cyaneum	Lumbricidae	Crassiclitellata	Clitellata	Annelida	Metazoa	Eukaryota	0.64990234375	annelids	Octolasion_cyaneum	genomic_data	wcOctCyan1	pacbio
880432	species	Phyllodoce mucosa	Phyllodocidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.8037109375	annelids	Phyllodoce_mucosa	genomic_data	wpPhyMuco1	hic-arima2
60958	species	Piscicola geometra	Piscicolidae	Hirudinida	Clitellata	Annelida	Metazoa	Eukaryota	0.43505859375	annelids	Piscicola_geometra	genomic_data	wrPisGeom1	10x
60958	species	Piscicola geometra	Piscicolidae	Hirudinida	Clitellata	Annelida	Metazoa	Eukaryota	0.43505859375	annelids	Piscicola_geometra	genomic_data	wrPisGeom1	hic-arima2
60958	species	Piscicola geometra	Piscicolidae	Hirudinida	Clitellata	Annelida	Metazoa	Eukaryota	0.43505859375	annelids	Piscicola_geometra	genomic_data	wrPisGeom1	pacbio
95536	species	Scolelepis squamata	Spionidae	Spionida	Polychaeta	Annelida	Metazoa	Eukaryota	0.5	annelids	Scolelepis_squamata	genomic_data	wdScoSqua1	10x
2082999	species	Spirobranchus lamarcki	Serpulidae	Sabellida	Polychaeta	Annelida	Metazoa	Eukaryota	1.0576171875	annelids	Spirobranchus_lamarcki	genomic_data	wsSpiLama2	10x
2082999	species	Spirobranchus lamarcki	Serpulidae	Sabellida	Polychaeta	Annelida	Metazoa	Eukaryota	1.0576171875	annelids	Spirobranchus_lamarcki	genomic_data	wsSpiLama2	hic-arima2
2082999	species	Spirobranchus lamarcki	Serpulidae	Sabellida	Polychaeta	Annelida	Metazoa	Eukaryota	1.0576171875	annelids	Spirobranchus_lamarcki	genomic_data	wsSpiLama2	pacbio
1928863	species	Spirobranchus triqueter	Serpulidae	Sabellida	Polychaeta	Annelida	Metazoa	Eukaryota	1.0576171875	annelids	Spirobranchus_triqueter	genomic_data	wsSpiTriq4	hic-arima2
1928863	species	Spirobranchus triqueter	Serpulidae	Sabellida	Polychaeta	Annelida	Metazoa	Eukaryota	1.0576171875	annelids	Spirobranchus_triqueter	genomic_data	wsSpiTriq7	hic-arima2
1210413	species	Sthenelais limicola	Sigalionidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.8037109375	annelids	Sthenelais_limicola	genomic_data	wpSthLimi1	10x
1210413	species	Sthenelais limicola	Sigalionidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.8037109375	annelids	Sthenelais_limicola	genomic_data	wpSthLimi1	hic-arima2
1210413	species	Sthenelais limicola	Sigalionidae	Phyllodocida	Polychaeta	Annelida	Metazoa	Eukaryota	1.8037109375	annelids	Sthenelais_limicola	genomic_data	wpSthLimi1	pacbio
1131437	species	Terebella lapidaria	Terebellidae	Terebellida	Polychaeta	Annelida	Metazoa	Eukaryota	1.2060546875	annelids	Terebella_lapidaria	genomic_data	wtTerLapi1	10x
1131437	species	Terebella lapidaria	Terebellidae	Terebellida	Polychaeta	Annelida	Metazoa	Eukaryota	1.2060546875	annelids	Terebella_lapidaria	genomic_data	wtTerLapi1	pacbio
205113	species	Travisia forbesii	Opheliidae	""	Polychaeta	Annelida	Metazoa	Eukaryota	0.1700439453125	annelids	Travisia_forbesii	genomic_data	wuTraForb1	10x
205113	species	Travisia forbesii	Opheliidae	""	Polychaeta	Annelida	Metazoa	Eukaryota	0.1700439453125	annelids	Travisia_forbesii	genomic_data	wuTraForb1	hic-arima2
286032	species	Agelena labyrinthica	Agelenidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	3.919921875	arthropods	Agelena_labyrinthica	genomic_data	qqAgeLaby1	10x
286032	species	Agelena labyrinthica	Agelenidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	3.919921875	arthropods	Agelena_labyrinthica	genomic_data	qqAgeLaby1	hic-arima2
39272	species	Allacma fusca	Sminthuridae	Symphypleona	Collembola	Arthropoda	Metazoa	Eukaryota	0.22998046875	arthropods	Allacma_fusca	genomic_data	qeAllFusc3	hic-arima2
75003	species	Alopecosa pulverulenta	Lycosidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	3.490234375	arthropods	Alopecosa_pulverulenta	genomic_data	qqAloPulv1	10x
75003	species	Alopecosa pulverulenta	Lycosidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	3.490234375	arthropods	Alopecosa_pulverulenta	genomic_data	qqAloPulv1	hic-arima2
75003	species	Alopecosa pulverulenta	Lycosidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	3.490234375	arthropods	Alopecosa_pulverulenta	genomic_data	qqAloPulv1	pacbio
336583	species	Amaurobius ferox	Amaurobiidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	2.689453125	arthropods	Amaurobius_ferox	genomic_data	qqAmaFero1	10x
336583	species	Amaurobius ferox	Amaurobiidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	2.689453125	arthropods	Amaurobius_ferox	genomic_data	qqAmaFero1	pacbio
389027	species	Amaurobius similis	Amaurobiidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	2.689453125	arthropods	Amaurobius_similis	genomic_data	qqAmaSimi1	10x
389027	species	Amaurobius similis	Amaurobiidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	2.689453125	arthropods	Amaurobius_similis	genomic_data	qqAmaSimi2	pacbio
2834882	species	Anyphaena numida	Anyphaenidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	1.26953125	arthropods	Anyphaena_numida	genomic_data	qqAnyNumi1	hic-arima2
45920	species	Araneus diadematus	Araneidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	2.5703125	arthropods	Araneus_diadematus	genomic_data	qqAraDiad2	10x
45920	species	Araneus diadematus	Araneidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota	2.5703125	arthropods	Araneus_diadematus	genomic_data	qqAraDiad2	pacbio
1937464	species	Arcitalitrus sylvaticus	Talitridae	Amphipoda	Malacostraca	Arthropoda	Metazoa	Eukaryota	2.15625	arthropods	Arcitalitrus_sylvaticus	genomic_data	qmArcSylv1	hic-arima2
92525	species	Asellus aquaticus	Asellidae	Isopoda	Malacostraca	Arthropoda	Metazoa	Eukaryota	1.7099609375	arthropods	Asellus_aquaticus	genomic_data	qmAseAqua10	10x
92525	species	Asellus aquaticus	Asellidae	Isopoda	Malacostraca	Arthropoda	Metazoa	Eukaryota	1.7099609375	arthropods	Asellus_aquaticus	genomic_data	qmAseAqua10	pacbio
92525	species	Asellus aquaticus	Asellidae	Isopoda	Malacostraca	Arthropoda	Metazoa	Eukaryota	1.7099609375	arthropods	Asellus_aquaticus	genomic_data	qmAseAqua1	10x
92525	species	Asellus aquaticus	Asellidae	Isopoda	Malacostraca	Arthropoda	Metazoa	Eukaryota	1.7099609375	arthropods	Asellus_aquaticus	genomic_data	qmAseAqua15	hic-arima2
92525	species	Asellus aquaticus	Asellidae	Isopoda	Malacostraca	Arthropoda	Metazoa	Eukaryota	1.7099609375	arthropods	Asellus_aquaticus	genomic_data	qmAseAqua1	pacbio
